"Freq [MHz]","dB(S(1,1)) []"
284.2,-2.42774848540103
284.3,-2.42303273769793
284.4,-2.41833584478068
284.5,-2.41365770333575
284.6,-2.40899821074631
284.7,-2.40435726508666
284.8,-2.39973476511678
284.9,-2.39513061027684
285,-2.39054470068186
285.1,-2.38597693711631
285.2,-2.38142722102887
285.3,-2.37689545452716
285.4,-2.37238154037255
285.5,-2.367885381975
285.6,-2.36340688338796
285.7,-2.3589459493033
285.8,-2.35450248504635
285.9,-2.35007639657087
286,-2.34566759045416
286.1,-2.34127597389219
286.2,-2.33690145469475
286.3,-2.33254394128066
286.4,-2.32820334267305
286.5,-2.32387956849461
286.6,-2.319572528963
286.7,-2.31528213488614
286.8,-2.31100829765772
286.9,-2.30675092925259
287,-2.30250994222232
287.1,-2.29828524969071
287.2,-2.29407676534937
287.3,-2.28988440345339
287.4,-2.28570807881692
287.5,-2.28154770680896
287.6,-2.27740320334902
287.7,-2.27327448490297
287.8,-2.26916146847877
287.9,-2.26506407162241
288,-2.26098221241372
288.1,-2.25691580946232
288.2,-2.25286478190362
288.3,-2.24882904939477
288.4,-2.24480853211067
288.5,-2.24080315074008
288.6,-2.23681282648173
288.7,-2.2328374810404
288.8,-2.22887703662312
288.9,-2.22493141593537
289,-2.22100054217732
289.1,-2.21708433904007
289.2,-2.21318273070197
289.3,-2.20929564182497
289.4,-2.20542299755094
289.5,-2.20156472349811
289.6,-2.19772074575745
289.7,-2.19389099088917
289.8,-2.19007538591918
289.9,-2.18627385833564
290,-2.18248633608547
290.1,-2.17871274757094
290.2,-2.17495302164631
290.3,-2.17120708761441
290.4,-2.16747487522337
290.5,-2.16375631466326
290.6,-2.16005133656285
290.7,-2.15635987198633
290.8,-2.15268185243012
290.9,-2.14901720981966
291,-2.14536587650623
291.1,-2.14172778526386
291.2,-2.13810286928615
291.3,-2.13449106218324
291.4,-2.13089229797872
291.5,-2.12730651110661
291.6,-2.12373363640834
291.7,-2.12017360912977
291.8,-2.11662636491827
291.9,-2.11309183981971
292,-2.10956997027563
292.1,-2.10606069312031
292.2,-2.10256394557794
292.3,-2.09907966525975
292.4,-2.09560779016125
292.5,-2.0921482586594
292.6,-2.08870100950985
292.7,-2.08526598184424
292.8,-2.08184311516742
292.9,-2.07843234935481
293,-2.07503362464969
293.1,-2.0716468816606
293.2,-2.06827206135864
293.3,-2.06490910507493
293.4,-2.06155795449797
293.5,-2.05821855167114
293.6,-2.0548908389901
293.7,-2.05157475920031
293.8,-2.0482702553945
293.9,-2.04497727101023
294,-2.04169574982737
294.1,-2.03842563596573
294.2,-2.0351668738826
294.3,-2.03191940837039
294.4,-2.02868318455418
294.5,-2.02545814788944
294.6,-2.02224424415966
294.7,-2.01904141947401
294.8,-2.01584962026508
294.9,-2.01266879328654
295,-2.00949888561095
295.1,-2.00633984462747
295.2,-2.00319161803961
295.3,-2.00005415386308
295.4,-1.99692740042358
295.5,-1.99381130635459
295.6,-1.99070582059527
295.7,-1.98761089238828
295.8,-1.98452647127768
295.9,-1.98145250710682
296,-1.97838895001628
296.1,-1.97533575044174
296.2,-1.97229285911201
296.3,-1.9692602270469
296.4,-1.96623780555531
296.5,-1.96322554623312
296.6,-1.96022340096127
296.7,-1.95723132190378
296.8,-1.95424926150575
296.9,-1.95127717249151
297,-1.94831500786259
297.1,-1.94536272089588
297.2,-1.94242026514175
297.3,-1.93948759442209
297.4,-1.93656466282853
297.5,-1.93365142472056
297.6,-1.9307478347237
297.7,-1.92785384772764
297.8,-1.92496941888452
297.9,-1.92209450360707
298,-1.91922905756687
298.1,-1.91637303669254
298.2,-1.91352639716808
298.3,-1.91068909543104
298.4,-1.90786108817085
298.5,-1.90504233232711
298.6,-1.90223278508791
298.7,-1.89943240388809
298.8,-1.89664114640765
298.9,-1.89385897057005
299,-1.89108583454056
299.1,-1.88832169672468
299.2,-1.88556651576647
299.3,-1.88282025054701
299.4,-1.88008286018273
299.5,-1.8773543040239
299.6,-1.87463454165303
299.7,-1.87192353288335
299.8,-1.8692212377572
299.9,-1.8665276165446
300,-1.86384262974164
300.1,-1.86116623806903
300.2,-1.85849840247058
300.3,-1.85583908411175
300.4,-1.85318824437812
300.5,-1.850545844874
300.6,-1.84791184742093
300.7,-1.84528621405627
300.8,-1.84266890703177
300.9,-1.84005988881215
301,-1.83745912207368
301.1,-1.83486656970283
301.2,-1.83228219479483
301.3,-1.82970596065236
301.4,-1.82713783078413
301.5,-1.82457776890359
301.6,-1.82202573892752
301.7,-1.81948170497475
301.8,-1.81694563136483
301.9,-1.8144174826167
302,-1.81189722344742
302.1,-1.80938481877085
302.2,-1.80688023369638
302.3,-1.80438343352769
302.4,-1.8018943837614
302.5,-1.79941305008595
302.6,-1.79693939838024
302.7,-1.79447339471244
302.8,-1.7920150053388
302.9,-1.78956419670238
303,-1.78712093543188
303.1,-1.78468518834041
303.2,-1.78225692242436
303.3,-1.77983610486218
303.4,-1.77742270301318
303.5,-1.77501668441646
303.6,-1.77261801678967
303.7,-1.7702266680279
303.8,-1.76784260620259
303.9,-1.76546579956028
304,-1.76309621652166
304.1,-1.7607338256803
304.2,-1.75837859580168
304.3,-1.75603049582198
304.4,-1.75368949484709
304.5,-1.75135556215149
304.6,-1.74902866717718
304.7,-1.74670877953261
304.8,-1.74439586899168
304.9,-1.74208990549261
305,-1.73979085913698
305.1,-1.73749870018865
305.2,-1.73521339907276
305.3,-1.7329349263747
305.4,-1.73066325283914
305.5,-1.72839834936896
305.6,-1.72614018702433
305.7,-1.72388873702168
305.8,-1.72164397073274
305.9,-1.71940585968354
306,-1.71717437555352
306.1,-1.71494949017445
306.2,-1.71273117552961
306.3,-1.71051940375277
306.4,-1.70831414712725
306.5,-1.70611537808503
306.6,-1.70392306920582
306.7,-1.7017371932161
306.8,-1.69955772298827
306.9,-1.69738463153971
307,-1.69521789203189
307.1,-1.69305747776949
307.2,-1.69090336219951
307.3,-1.68875551891036
307.4,-1.68661392163108
307.5,-1.68447854423037
307.6,-1.68234936071579
307.7,-1.6802263452329
307.8,-1.67810947206441
307.9,-1.67599871562933
308,-1.67389405048217
308.1,-1.67179545131204
308.2,-1.66970289294192
308.3,-1.66761635032777
308.4,-1.66553579855778
308.5,-1.66346121285149
308.6,-1.66139256855906
308.7,-1.65932984116045
308.8,-1.65727300626463
308.9,-1.6552220396088
309,-1.6531769170576
309.1,-1.65113761460237
309.2,-1.64910410836036
309.3,-1.64707637457398
309.4,-1.64505438961003
309.5,-1.64303812995899
309.6,-1.64102757223421
309.7,-1.63902269317122
309.8,-1.637023469627
309.9,-1.63502987857922
310,-1.63304189712555
310.1,-1.63105950248288
310.2,-1.6290826719867
310.3,-1.62711138309032
310.4,-1.62514561336418
310.5,-1.62318534049515
310.6,-1.62123054228588
310.7,-1.61928119665403
310.8,-1.61733728163168
310.9,-1.61539877536454
311,-1.6134656561114
311.1,-1.61153790224336
311.2,-1.6096154922432
311.3,-1.60769840470472
311.4,-1.6057866183321
311.5,-1.60388011193922
311.6,-1.60197886444902
311.7,-1.60008285489287
311.8,-1.59819206240991
311.9,-1.59630646624644
312,-1.59442604575528
312.1,-1.59255078039512
312.2,-1.59068064972995
312.3,-1.5888156334284
312.4,-1.58695571126315
312.5,-1.58510086311031
312.6,-1.58325106894881
312.7,-1.58140630885982
312.8,-1.57956656302614
312.9,-1.57773181173161
313,-1.57590203536053
313.1,-1.57407721439706
313.2,-1.57225732942463
313.3,-1.57044236112542
313.4,-1.56863229027973
313.5,-1.56682709776543
313.6,-1.56502676455738
313.7,-1.56323127172693
313.8,-1.56144060044127
313.9,-1.55965473196296
314,-1.55787364764933
314.1,-1.55609732895194
314.2,-1.55432575741607
314.3,-1.55255891468014
314.4,-1.5507967824752
314.5,-1.5490393426244
314.6,-1.54728657704244
314.7,-1.54553846773507
314.8,-1.54379499679855
314.9,-1.54205614641914
315,-1.5403218988726
315.1,-1.53859223652366
315.2,-1.53686714182552
315.3,-1.53514659731933
315.4,-1.53343058563373
315.5,-1.53171908948433
315.6,-1.53001209167318
315.7,-1.52830957508833
315.8,-1.52661152270334
315.9,-1.52491791757677
316,-1.52322874285171
316.1,-1.5215439817553
316.2,-1.51986361759827
316.3,-1.51818763377442
316.4,-1.51651601376025
316.5,-1.51484874111437
316.6,-1.51318579947712
316.7,-1.51152717257012
316.8,-1.50987284419573
316.9,-1.5082227982367
317,-1.50657701865564
317.1,-1.50493548949459
317.2,-1.50329819487464
317.3,-1.50166511899537
317.4,-1.50003624613451
317.5,-1.49841156064749
317.6,-1.49679104696694
317.7,-1.49517468960234
317.8,-1.49356247313954
317.9,-1.49195438224037
318,-1.49035040164217
318.1,-1.48875051615745
318.2,-1.48715471067339
318.3,-1.48556297015145
318.4,-1.48397527962701
318.5,-1.48239162420889
318.6,-1.48081198907897
318.7,-1.4792363594918
318.8,-1.47766472077421
318.9,-1.47609705832484
319,-1.47453335761384
319.1,-1.47297360418241
319.2,-1.47141778364243
319.3,-1.46986588167607
319.4,-1.46831788403541
319.5,-1.46677377654205
319.6,-1.46523354508673
319.7,-1.46369717562895
319.8,-1.46216465419659
319.9,-1.46063596688555
320,-1.45911109985935
320.1,-1.45759003934881
320.2,-1.45607277165162
320.3,-1.45455928313202
320.4,-1.45304956022044
320.5,-1.4515435894131
320.6,-1.4500413572717
320.7,-1.44854285042301
320.8,-1.44704805555858
320.9,-1.44555695943433
321,-1.44406954887025
321.1,-1.44258581075001
321.2,-1.44110573202065
321.3,-1.4396292996922
321.4,-1.4381565008374
321.5,-1.43668732259129
321.6,-1.43522175215091
321.7,-1.43375977677498
321.8,-1.43230138378354
321.9,-1.43084656055761
322,-1.42939529453892
322.1,-1.42794757322953
322.2,-1.42650338419151
322.3,-1.42506271504665
322.4,-1.42362555347609
322.5,-1.42219188722005
322.6,-1.42076170407751
322.7,-1.41933499190584
322.8,-1.41791173862057
322.9,-1.41649193219501
323,-1.41507556065997
323.1,-1.41366261210347
323.2,-1.41225307467039
323.3,-1.41084693656222
323.4,-1.40944418603671
323.5,-1.40804481140761
323.6,-1.40664880104435
323.7,-1.40525614337173
323.8,-1.40386682686969
323.9,-1.40248084007292
324,-1.40109817157066
324.1,-1.39971881000637
324.2,-1.39834274407742
324.3,-1.39696996253486
324.4,-1.39560045418308
324.5,-1.3942342078796
324.6,-1.3928712125347
324.7,-1.39151145711121
324.8,-1.39015493062419
324.9,-1.3888016221407
325,-1.38745152077949
